127.0.0.1 - - [09/Jul/2025:09:45:00 +0200] "GET /cadenza/location-finder/providers?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 404
127.0.0.1 - - [09/Jul/2025:09:45:00 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=OQKWYudGjix9mdq69DVT_cJmTtB-b3Izmhy8kcNkl8FjqdRe/views/BALpKie9zpxJUF9f5UBy/overviewMapConfiguration?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 -
127.0.0.1 - - [09/Jul/2025:09:45:00 +0200] "GET /cadenza/reference-systems/IvJlec9iy6iwLV4gv0-C?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 275
127.0.0.1 - - [09/Jul/2025:09:45:00 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/w/satellitenkarte?mapExtent=924873.7103078744%2C6274734.7611868745%2C929765.6801181257%2C6279626.730997126&targetType=MAP&useMapSrs=true&webApplicationLink=mgsctVdrerBV8101oFtX&webApplicationLinkRepository=_DS4kjgAp5On-lHnEgIi HTTP/1.1" 302 -
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/repositories/_DS4kjgAp5On-lHnEgIi/workbooks/3sCrqhC7F7Oxv68MR92s/worksheets/CuIZyOUhppkGSTLjogOp?workbookHash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4&mapExtent=924873.7103078744%2C6274734.7611868745%2C929765.6801181257%2C6279626.730997126&targetType=MAP&useMapSrs=true&webApplicationLink=mgsctVdrerBV8101oFtX&webApplicationLinkRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&restoreDisplayState=true&hideMainHeaderAndFooter=true&hideWorkbookToolBar=true&maximizedViewId=BALpKie9zpxJUF9f5UBy&partialContext=viewEmbedding HTTP/1.1" 200 19886
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "POST /cadenza/workOrder/pWsjsond86o3e11XS_-nN/state HTTP/1.1" 200 -
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4/objecttypes-data-dependencies?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 83
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/config/default-map?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 188
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/curated-map-views?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&offset=0&limit=100 HTTP/1.1" 200 400
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/config/map?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 831
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4/views/BALpKie9zpxJUF9f5UBy/mapConfiguration?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&clientSideRendering=false&includeDetailedGroupLayers=false&width=1681&height=966 HTTP/1.1" 200 2301
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/config/location-finder?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 48
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/location-finder/providers?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 404
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/location-finder/providers?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 404
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4/views/BALpKie9zpxJUF9f5UBy/overviewMapConfiguration?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 -
127.0.0.1 - - [09/Jul/2025:09:45:04 +0200] "GET /cadenza/reference-systems/IvJlec9iy6iwLV4gv0-C?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte HTTP/1.1" 200 275
127.0.0.1 - - [09/Jul/2025:09:45:06 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=dLMq1D1h3jTiP92vFhtScpr-UqUsM1zX9_MHXd7jUPUT8Jt4/views/BALpKie9zpxJUF9f5UBy/layers/O5MiICRBo73tjCL5Xlkq/mapData?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&REQUEST=GetMap&SERVICE=WMS&VERSION=1.1.1&FORMAT=image%2Fpng&STYLES=default&TRANSPARENT=TRUE&LAYERS=O5MiICRBo73tjCL5Xlkq&EXCEPTIONS=application%2Fvnd.ogc.se_blank&WIDTH=2186&HEIGHT=1350&SRS=EPSG%3A3857&BBOX=921783.4810003741%2C6273785.106281422%2C932855.909425626%2C6280621.963261059 HTTP/1.1" 200 30090
127.0.0.1 - - [09/Jul/2025:09:45:06 +0200] "GET /cadenza/workbooks/3sCrqhC7F7Oxv68MR92s,hash=OQKWYudGjix9mdq69DVT_cJmTtB-b3Izmhy8kcNkl8FjqdRe/views/BALpKie9zpxJUF9f5UBy/layers/O5MiICRBo73tjCL5Xlkq/mapData?repositoryName=_DS4kjgAp5On-lHnEgIi&workbookId=3sCrqhC7F7Oxv68MR92s&developmentRepository=_DS4kjgAp5On-lHnEgIi&embeddingTargetId=satellitenkarte&REQUEST=GetMap&SERVICE=WMS&VERSION=1.1.1&FORMAT=image%2Fpng&STYLES=default&TRANSPARENT=TRUE&LAYERS=O5MiICRBo73tjCL5Xlkq&EXCEPTIONS=application%2Fvnd.ogc.se_blank&WIDTH=2186&HEIGHT=1350&SRS=EPSG%3A3857&BBOX=921783.4810003741%2C6273785.106281422%2C932855.909425626%2C6280621.963261059 HTTP/1.1" 204 -
127.0.0.1 - - [09/Jul/2025:09:45:45 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:45:49 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:46:30 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:46:34 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:47:16 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:47:19 +0200] "GET /cadenza/session-polling HTTP/1.1" 200 4
127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/bundles/src_ui_label-with-icon_label-with-icon_ts-src_ui_select_select_ts-packages_lib_src_scroll-sha-d40238.v_f3572c07514c22f0.css.map HTTP/1.1" 200 50060
127.0.0.1 - - [09/Jul/2025:09:47:24 +0200] "GET /cadenza/bundles/src_cadenza_workbook_map_workbook-layer-icon-utils_ts-src_cadenza_workbook_view_view_ts-src_c-bdb7a1.v_e649e4d59734d394.css.map HTTP/1.1" 200 31054
